0,1,2,3,4,5,6,7,8,9,10
8939,2722,22683,3964,17883,13512,13003,8351,3416,214,6452
13285,15652,4110,19931,13146,14869,16892,22364,1265,1382,22488
7012,14423,2937,16796,16621,16699,8665,19801,12313,19404,21632
22488,6039,8166,15330,9020,18065,10418,8390,21663,8631,16071
884,525,6526,8063,12653,14764,4579,20059,5912,5356,4106
7232,17025,18499,20331,10780,7670,12337,9282,1707,10125,17102
5433,18377,5872,11163,11094,351,3553,8813,1116,572,2241
1151,8605,1357,6674,16900,19291,4287,4031,17666,5116,1333
9093,20354,2919,9365,2219,22569,13693,17762,812,8170,5002
6577,22393,12430,13536,6065,12532,7512,21764,8145,15689,8483
14674,18177,14590,1599,10450,19816,14129,19712,16741,21247,4253
14159,7338,16654,22214,16255,15997,18995,9553,18549,8982,10794
3305,18529,10662,19332,7803,13878,13656,22610,9619,2306,8706
18609,9444,9559,2701,7959,20704,8128,21706,18771,14250,8877
6369,2304,309,18858,10541,1234,22542,21500,5489,8729,20603
23018,21050,3135,11167,7802,2441,10257,19429,16535,2235,6491
18307,4776,13615,16330,17570,7722,6007,13522,19096,17100,4074
23056,3368,22555,19578,6404,6293,19358,6851,2458,18514,14154
22683,3416,8939,10243,2722,3964,19018,5655,214,9717,8351
19694,1678,3977,19423,2761,17609,3978,6612,2810,9351,20796
9066,22654,5680,21812,16888,12295,5433,17506,15820,23123,9375
9473,2626,19141,12285,17402,14138,6238,2160,22142,15563,13794
15330,10418,18065,8166,9020,6039,22544,5648,22488,9564,21663
6526,5356,20208,20634,7368,8063,20059,10523,9615,5912,4106
14373,4834,1428,3293,11546,10218,5593,23207,13005,16392,16579
13552,20787,19527,13984,17017,21158,10960,13439,9234,18438,19706
17914,18907,9959,14153,4537,4422,11732,17807,496,819,3960
4284,12733,19643,6648,9906,21145,1190,3855,15340,9424,11147
17575,13908,10567,12014,4727,1721,5164,6817,2921,5741,11850
17328,891,709,702,22309,9517,22676,4576,20897,23071,2565
22676,17328,709,3486,10068,12584,702,8814,23071,22309,60
12737,8949,16062,11283,4303,3210,12169,699,14673,21691,12845
22557,23027,21536,9952,8414,22747,193,18288,6141,17774,4489
22137,20156,4617,14371,2419,2171,18806,14055,14936,2104,3092
5780,15584,16753,2641,21931,21848,13851,9822,12949,18142,21660
4802,20207,11740,22143,7217,5187,9316,16920,20586,7491,9452
17579,15062,13917,2816,22681,17918,21545,18736,12541,16813,9706
5452,12815,8335,6222,8252,21780,14284,8052,15069,14001,18345
14964,23056,18514,6293,12696,14385,14562,19358,957,3368,22555
12788,11543,702,3388,12584,2565,8814,22309,6056,11803,10668
15325,16867,1627,22118,9488,12171,9411,18879,11701,1933,2645
6757,19847,10319,106,16445,22256,18331,14140,8840,2545,6950
10132,19276,9455,13058,9785,19729,1776,17381,21573,13394,4831
8151,16599,14758,2969,8035,4809,13428,15831,50,16746,2694
15215,21551,7267,8066,11493,15880,18353,13958,4320,16975,6457
18683,21408,17793,12434,3129,138,6266,13555,1169,13545,18632
17219,10913,21172,5267,14631,1184,21989,12353,8266,9818,14317
16579,4834,1428,11989,4261,3293,1472,11546,5593,23207,21554
10202,2621,3909,3460,21914,14343,19233,10436,17719,21209,19814
13885,4103,2332,21845,8351,11382,10033,10994,3964,2722,889
4652,21421,12388,14514,11471,14895,3526,13923,7737,7148,9138
19339,8006,13837,2399,8464,1335,15856,12361,11957,5489,10541
6543,15307,10819,4539,12517,2979,19070,6552,8211,16967,7593
3336,101,19167,2860,5819,17624,6904,4991,20366,3233,18
20338,9183,4310,6356,18241,1466,16538,21801,6547,19532,800
22707,19864,15334,1582,20832,16738,20591,16207,7676,17306,13374
3322,9901,11695,7253,18419,1999,3682,9397,15455,14709,4945
136,15934,6005,8196,20719,22079,13830,11073,17792,16585,20571
9544,280,8419,6709,4319,21597,7588,14,4775,6996,3270
2853,8605,22339,74,20300,4329,1357,1151,13797,11708,20566
16123,10827,9022,9650,19070,4523,17322,12517,19318,16967,4012
8926,14965,3566,2605,439,16290,18876,16092,15720,17132,16739
16330,13522,7722,4776,15630,19096,3340,18307,6007,160,17691
21797,5853,14739,3044,1987,10245,11458,10823,4887,15673,19035
3342,15528,1686,18342,5287,22154,15177,19278,8784,1051,13822
11524,4128,14198,681,14166,10621,13457,21884,15603,14900,3146
14754,22449,5021,16851,10508,22222,1994,2781,18889,11950,384
16047,6890,9359,16548,470,22066,5574,5763,10793,8264,12576
13212,9027,9440,2724,3122,17875,18527,23203,8693,19836,6267
22293,5330,23153,10730,23151,17728,6686,14465,8612,6816,14527
12410,19272,20299,11335,22197,19025,890,8591,19119,17232,7598
16753,15584,5780,21931,21848,9822,2641,13851,12949,16898,18142
2176,3504,1355,1758,8425,1469,614,2335,21053,13521,4296
13398,13876,10804,7808,14708,6133,10981,4751,8438,13122,20509
20658,19096,16330,15630,6007,20972,13522,4776,18614,7722,15553
15957,13521,1355,3504,1758,15155,17404,2335,614,4004,8425
13398,11818,1013,6133,5578,23100,13122,19681,4935,10981,14708
23027,18288,10720,14450,19410,4823,1140,10591,20952,9952,8838
6630,9941,18641,14717,5401,13911,5963,20516,17785,6185,22598
18499,7232,945,23044,10125,5066,9282,2303,20544,11645,14226
19726,12660,3345,17477,13217,11170,1786,21270,10259,15189,5200
3977,1678,19423,2761,628,3978,20796,3583,13024,503,22472
8806,20704,18038,11323,17144,8877,22765,11130,9763,9559,11507
6005,136,15934,20719,22079,8196,11073,13830,5506,5519,2750
6422,16272,7598,19025,8725,15385,19272,19119,21565,6679,73
9110,6869,3784,8906,13344,17345,16093,13311,12040,13939,4446
14038,1542,15500,20557,9078,19394,15506,6061,712,6309,8626
3543,1677,5059,17613,12175,22810,4482,2960,12,18083,18985
12960,19659,11032,5161,6930,10157,2444,1858,11362,4918,18829
500,3723,19031,4871,13137,21400,11369,6755,22994,15793,3632
14168,14117,403,22924,19943,13687,13249,15142,9729,20028,18939
12695,20883,3082,6997,12706,13355,11433,6455,19242,4251,20058
12505,14392,2057,13943,16772,6033,6193,15703,5710,15820,23145
3902,21787,10008,11120,8112,2994,19112,15295,4182,16870,14165
2602,22312,10931,12405,3673,1216,17193,11005,5996,12547,21547
14933,13393,7115,664,2397,17972,2890,12264,10051,19813,19485
13592,15902,15796,11881,5774,18751,22493,2356,1575,19666,6209
15325,1627,18879,11701,13320,8345,12171,16867,9664,22118,2671
5686,14654,22392,1642,15973,14161,16938,16298,18674,4699,211
14700,2743,22104,22511,9875,9040,856,14877,23115,3967,1856
3868,5475,1593,6897,1700,12279,2885,4486,12094,21052,12952
14667,4199,16722,14919,7206,8330,16130,14735,16946,21332,22199
393,18657,7609,69,22107,2899,10499,18131,19562,15490,18809
23009,854,4597,9083,10173,9761,6650,12277,5163,8542,7137
1408,8305,14645,8592,17956,1364,15516,15731,14331,19751,9190
9007,13073,20718,17436,1918,815,19503,19621,15060,19094,10097
17219,9225,2868,14631,8266,5267,14349,9818,1184,10516,2928
5872,20431,17439,16759,2787,17954,572,19712,11094,11198,8813
18569,7496,22833,11813,9958,4997,13747,6554,11000,7422,18007
5116,7779,1357,5786,1915,11561,4031,8605,947,19863,19079
16332,6322,2355,768,15660,21030,19856,13230,9694,6844,22896
1686,8784,10334,3342,15528,19278,5287,4971,18342,22154,22865
8906,9110,12040,13311,6869,13344,4446,3784,16093,19981,13939
20857,4008,11937,2657,13045,11884,1377,19844,12447,3830,4300
12270,2454,13589,21560,10881,21847,6202,21737,19063,4428,10907
23030,4960,7248,1127,22608,18904,20956,22738,4354,15811,15534
3322,7253,9901,11695,23106,1999,14550,3682,12209,9684,20217
22706,4738,21265,9746,7971,17687,9332,15201,1835,12252,22849
14877,2743,9040,4197,22104,1512,15699,11576,12618,23115,19200
13219,12740,14441,14172,10142,21909,11851,21501,2141,9641,8108
18865,12619,10425,5015,19661,3901,8002,18221,16559,2387,15503
6057,9509,8349,2431,2697,21897,339,14771,2475,2075,8509
1618,7619,14018,13306,4164,4068,19767,7409,5404,323,13633
6983,3977,8215,19423,1678,3978,15286,17529,5099,6612,9351
7205,8264,22066,5763,10793,9438,12576,741,16005,16925,14240
2626,22142,19141,961,10925,9473,2160,12285,15563,14138,9128
19368,2488,11422,2505,20936,13833,21215,6028,13761,14994,2036
22987,17817,21149,18169,21254,20789,14267,3321,2938,22817,20511
19795,14903,10889,7118,16567,6724,2461,22093,7129,5992,8621
6044,19735,8658,4033,10227,6625,18329,7219,12702,14647,3387
15169,21979,22977,1312,14595,20048,22119,7084,17471,10216,16003
16455,20441,3499,5763,3422,14092,22066,10793,22486,1064,6662
17476,8380,20667,10599,8300,10839,12228,21439,3921,19846,17670
2589,22190,5427,16989,19608,15430,4695,11531,16259,21255,122
19717,19025,574,19617,6679,7946,20596,21565,8725,6170,19119
14215,6239,12747,17924,6858,7037,3256,5384,4229,13534,13413
10780,15980,17025,7232,1707,15951,9282,20331,17102,20223,11645
15820,7252,12454,20592,1284,23039,10330,19646,15133,5613,11659
5508,21678,22427,20767,10911,16854,5049,5114,13705,22431,22776
18218,15847,2432,18001,15241,17113,12611,10477,19406,8843,15799
5848,870,3342,22154,15939,11814,21472,15528,18630,13258,8303
23018,2441,21050,11167,955,670,3135,2235,7802,7611,7662
20823,1693,19947,15009,11461,1177,13765,3164,9164,18091,3579
16255,18549,7338,22395,16654,18995,11666,14159,22214,4861,23007
8280,5815,18882,18254,4004,12120,2335,17404,1355,7121,15834
16702,21667,3855,9424,1884,20831,3513,559,1190,19643,23196
10027,10123,17757,10541,7233,5056,5649,20603,21752,22542,12199
15426,18701,918,7436,1904,11674,8527,18900,23053,4919,15158
18319,7820,2464,1571,22333,11845,19365,8929,10709,22928,1350
12843,10869,12135,15743,4586,21544,3253,12071,9976,13080,22045
17121,16622,13496,16285,14414,8244,4542,11827,22002,1628,14850
11177,22892,18124,15134,20398,21967,11367,14827,11162,10990,3870
11318,13373,9136,18276,443,1470,11322,15887,5836,18836,20907
5872,351,11198,11094,11958,572,20431,17439,16759,9779,20552
15365,5908,3463,17677,5403,12854,4560,4147,2918,17550,12644
16611,14780,1826,2409,520,22556,20769,23109,8994,12902,12440
13671,6545,7821,5064,3786,17723,20421,20781,17210,8242,5674
8359,8406,16787,22850,1657,9290,12630,9820,2048,10090,17416
4398,22114,15838,14675,20744,18399,2280,16510,17696,11467,11745
22716,2433,15826,17369,22398,4000,7187,17339,3995,8008,7632
4215,13680,4012,19306,14483,2979,7593,6552,19070,15393,12904
11830,11887,4235,9413,10198,10116,19418,21890,6627,14927,14158
12706,1416,13355,19242,10877,3082,11433,2479,13068,6997,6455
18146,2643,20329,653,14996,10266,22545,202,14269,15702,3266
3411,9901,14078,11695,7253,21340,3322,9684,3519,1999,14228
17219,5749,5267,1184,4151,14317,2868,9818,12353,986,8023
8414,14481,23027,4437,21536,9952,20126,15523,10720,2001,1140
15325,12171,1933,8345,3354,1627,1966,22118,2645,13320,12552
21308,5603,15549,16679,19025,8801,19119,4795,12580,21565,1423
14607,8414,16768,14450,14481,23027,2001,9952,18143,18288,19410
18948,9146,2258,1944,11330,15978,11451,17425,15121,5967,18063
13073,17436,20718,19094,1918,9007,815,6770,15060,19621,14711
22206,1454,10747,10813,2490,8528,12431,9217,22853,17364,10375
3495,12229,13917,6083,2065,21545,14765,16813,7734,12652,12541
3352,16461,10750,696,3124,20909,11825,11452,13155,17333,6372
393,22107,7609,19562,4874,395,7225,18809,12179,10499,69
5872,16759,9779,4973,8813,2241,6015,14868,20431,9835,21761
11530,1993,18412,18890,15258,4457,14939,8803,4356,12870,9993
6662,4154,8264,10793,7198,9359,22486,16005,20888,12984,22066
14353,6617,17544,4670,4229,5384,19281,7037,14215,12747,11492
12582,8433,8709,8286,4362,925,20368,8923,10695,15861,12829
6226,8708,3463,5908,52,7488,20417,4560,5403,20532,7725
14215,7037,4229,12747,1756,17177,6239,4225,23092,4914,6858
16887,18636,20988,22848,18604,15788,2742,13095,3946,13963,9508
5508,20767,21678,22427,13705,19221,16854,5114,10911,5049,7721
4834,11546,23207,1428,13740,3293,492,13611,22862,11989,22088
18954,12023,15115,7314,14122,8348,7432,6607,4072,20085,4770
22608,15811,4354,15534,11251,4960,141,23030,20403,1055,22738
12210,2653,4483,19327,17009,19901,7126,15846,15619,12483,6737
1137,14346,22183,5006,18176,11069,18871,15456,17356,12610,20836
4012,17110,16123,924,21146,6552,12705,19070,12517,4812,8760
20849,16396,397,21363,5486,8663,12561,19857,22060,5771,2276
15588,1410,6503,17014,6010,9627,17601,104,17141,15820,16888
21412,19005,12978,8237,3753,23033,9565,13340,19457,16974,881
18825,14382,9663,1363,6400,15148,2740,6399,13350,19143,20594
21179,18911,16876,7734,13917,3495,16813,16934,17918,1195,21545
13095,3946,10178,18604,2742,15482,20988,22848,11911,12435,18636
11069,5006,22183,18176,14346,18871,17356,20836,15456,21027,3692
10852,14834,8740,14724,6124,18752,19092,20365,7643,3143,13619
5844,7892,12052,2210,14741,9337,9774,7556,10718,21045,11847
8414,23027,8838,4633,9952,14481,15971,21295,6141,19441,18288
3323,8021,2775,8686,18919,21561,11004,15002,4387,8548,23095
15833,22987,11095,20511,22817,20728,17817,11442,3321,4386,4900
21421,4652,12388,14895,4425,3526,3715,11471,4187,14819,13923
13784,2648,22283,8437,16196,7912,5489,17532,9530,10541,13258
10953,11903,19044,22819,19004,8165,6299,3883,11307,8858,18456
13406,9281,21572,8767,6822,14617,16504,20190,10541,11135,18506
22707,20591,19864,3600,7099,1582,15334,995,16738,21587,6620
13305,8651,3823,658,20047,11233,16856,23195,922,13149,7521
16066,9256,19060,1803,22767,12380,3241,12218,7100,13828,5218
7670,2559,10780,20331,7232,4057,18849,15984,945,17025,17102
11468,4287,5786,6674,21675,18008,4329,1357,16900,570,7949
3545,14053,3525,16877,1448,2384,3098,20294,20170,1395,5798
5510,9861,11535,8449,8984,11239,7325,1976,18618,14644,9063
8782,9605,17669,21782,15247,12566,18372,9251,14852,447,15592
12431,386,22206,1454,17364,2490,1112,17414,10813,10747,22853
11937,13045,3075,1377,4008,2657,20857,11884,19844,9519,22942
3634,20762,5880,8887,19189,19766,9546,17658,12950,9462,22311
8286,8709,4548,8923,20368,8433,4010,14056,12829,23178,13467
10144,844,3369,21406,134,21250,19490,21242,16689,22673,19239
3990,19933,10509,18766,7806,16951,20916,730,10712,16511,23052
1053,20857,13045,2657,11937,19844,13055,4008,11884,4300,12447
21408,17793,1169,1274,3129,159,6266,18683,5943,866,18632
4182,3902,11120,10008,21787,19059,19112,14876,8112,11428,16870
14995,8561,2764,6269,18229,10156,6088,16349,18439,4282,19078
17483,22189,10918,18506,139,8209,19745,17997,11453,11682,22446
16538,19811,13341,4449,800,21801,6547,21585,19532,21226,17898
6065,6577,6878,12430,6473,20141,7719,21764,21725,21276,12814
1355,3504,1758,8425,16744,15155,17404,2335,614,4783,21053
17793,21408,6266,18683,1274,13545,6087,18632,5943,3129,5385
8002,18865,15298,10425,21268,3901,18221,12619,19852,15503,19640
8989,21583,16112,11597,3076,5466,10824,18735,6557,8328,10199
1534,14974,22447,18216,7489,9628,3610,18703,16275,2035,388
1456,16124,18492,15975,16674,21679,5671,4047,15173,19145,7416
372,8325,12817,22928,4602,19028,9709,21715,16409,18881,5168
13859,23171,20136,5149,21857,2366,17123,9373,19445,4832,20668
2308,7362,615,15349,3359,4269,13823,2622,11021,18896,3312
1693,20823,15009,19947,13765,1082,21301,11461,9164,3579,19929
18876,12759,18463,2605,9974,7443,13571,19259,5071,17002,11437
2605,12105,18876,16888,19807,13461,9974,17132,16290,12116,5443
13534,6858,19872,2118,14215,7037,12747,4229,6239,5384,1075
21452,17578,19980,484,17448,9636,12943,270,20082,14745,22413
12955,21101,12500,9194,16985,17514,11084,2936,5718,2844,10105
10647,4012,9350,19070,6799,17355,13431,7417,16302,6315,6543
14317,5267,17219,9225,9818,14631,2868,8266,9809,20986,2928
9352,20399,1244,10435,1866,12570,19883,16447,2239,9443,8911
9559,13453,20704,18771,1323,8128,8877,9763,11507,14232,22765
6315,4140,4012,12705,10290,20681,16967,12517,11924,21892,6552
16786,15193,1633,20638,2474,5160,21483,17682,11657,16822,15634
18792,9029,21822,21225,18655,13229,5801,12999,20845,18300,15252
20831,12733,21145,19643,3855,13799,15287,11147,15340,9424,5231
3420,4687,18076,22195,14455,13594,4752,17772,4193,5878,9998
15782,8296,3043,6674,12230,1151,16900,13814,11468,4253,11561
16330,13522,6007,19096,7722,646,15640,18307,2476,3340,160
5669,8939,10159,3416,9717,2722,19018,3964,8351,10328,17842
18689,23025,12541,9099,16813,2214,19105,17977,6083,17918,10475
7143,18246,13843,11676,558,7954,18283,22349,10336,12148,13762
4547,21264,7027,18207,2249,2531,684,15774,13764,17150,12637
5504,12319,22616,13422,19448,13225,18538,5057,16175,11588,7653
2979,19070,15307,13431,6543,11924,10729,2563,4539,12517,17958
17669,8782,9605,18372,15247,9251,21782,12566,12426,15592,22266
16919,22449,7996,11950,10508,18889,7508,15433,2781,17781,2612
1758,21053,13808,20361,22846,3504,7824,13521,8425,614,2335
19998,12019,22156,8829,15558,15248,18610,7147,3887,21641,148
17018,12320,5905,21453,3333,20830,1302,25,16866,9204,16648
5427,2589,22190,16989,19608,4695,4257,18000,122,1073,16259
2273,15267,12724,7393,9060,1388,17209,18289,10486,13380,22823
20017,3495,12541,9201,19134,21545,23025,16813,22014,4977,12727
20197,3520,19397,285,20910,4322,17110,20265,20834,11098,10717
14298,924,6552,12917,12517,4012,18551,3598,19070,16967,20623
10177,3269,5979,19778,18115,2604,22477,7817,4041,4378,4878
15954,11479,16957,9032,14339,13131,20680,5569,10036,886,18164
15325,12171,8345,1627,11701,13320,1933,22118,9488,2645,16867
5097,16954,19763,9776,19276,13574,13394,10132,982,1776,21573
17222,4557,17606,17120,2976,12595,15998,17234,18180,300,9239
18708,6679,19119,11173,1423,19025,7342,23128,6506,1413,14696
22312,2602,10931,12405,12547,8,5996,3673,21547,1034,17193
1904,8527,18900,15158,11674,4080,4919,23053,5966,1087,15426
220,6807,2782,6812,3609,3479,10205,22094,21637,15937,3182
18735,16112,1171,10824,11597,21583,5466,8328,4796,9587,10199
4182,3902,17033,10008,19112,11120,10188,17238,14876,8112,21787
15690,14552,2016,452,66,21245,13283,1772,11447,6836,13841
2433,22716,7187,15826,22398,18969,8008,4000,17369,7632,2507
12621,2621,18201,19814,1325,3909,10436,15441,12478,1442,13590
22716,18969,3995,7187,22398,8008,4000,2433,15826,5817,17369
5149,23171,19445,2366,4832,1175,13859,21857,20136,6644,8423
9861,8984,8449,11535,5510,11239,14644,18618,9063,1976,8730
17598,19041,6028,13833,13144,1443,9924,8038,11957,11422,7172
13876,4751,11490,12245,1013,13398,7808,20509,22919,2077,8438
4328,8414,16908,23027,14481,4633,10720,19900,16907,9952,1140
19536,13420,11067,8954,7774,17427,1936,2752,1374,18982,16936
14628,5808,14313,13729,707,7813,8544,5156,2861,6481,2975
22206,12431,2490,10813,10747,1454,386,1112,8528,17364,10375
10429,485,3788,12797,19636,18670,18933,11794,359,8396,21945
13355,6455,6997,13068,12706,20883,4251,12695,421,19242,10550
20697,12193,15855,11938,21736,6699,8329,11879,2110,6504,2333
17561,18129,6732,20005,13093,5790,4070,22748,12489,19363,6168
5561,10785,3748,22837,9623,12957,12018,873,5459,19627,22656
3635,12918,1760,8168,2368,21468,770,10636,21450,22872,1985
15686,15987,17705,16679,6679,19565,7598,1108,19025,18355,19272
11422,11826,17936,21215,13833,6028,14994,13202,13761,18601,4399
5508,20767,22427,10911,21678,5049,16854,12961,5114,18822,1827
17616,17907,19678,17330,17994,20999,475,5782,9494,20474,20585
8838,8414,2562,9952,23027,19441,1604,22747,4633,17774,15971
10435,8911,16447,20399,9352,8487,2239,19883,1185,1866,12570
6288,7251,1303,17537,16881,7179,20068,15339,3087,4755,17442
1494,1266,21704,4546,2261,21120,5260,13639,12556,12778,15389
4652,21421,12388,13923,11471,3715,9138,14895,12108,21499,17921
11128,19962,4836,455,15066,17401,22631,610,2719,23145,3921
14321,11135,16545,831,16224,19632,22400,6414,22587,3896,15519
18889,22222,22449,16851,7996,15433,2781,4361,10508,8044,6651
18479,18829,4918,17299,15625,1858,13282,18174,11032,11362,10157
20498,310,21392,22603,1478,15214,13484,15328,3641,7347,11792
20634,7368,963,4106,20208,12653,5912,878,4579,8386,240
21116,3244,19115,16304,5300,22687,3994,46,1930,18109,15374
20147,4826,694,14422,6203,19154,2537,17976,17102,15668,15820
6783,1781,18189,15466,10308,17272,21115,16676,3895,1960,8646
19849,17395,22443,19721,4426,79,17493,22365,8898,15106,1513
22843,14952,5829,11693,18883,20521,576,3415,19121,12571,16634
6981,4031,17859,7387,1409,4329,1357,3347,570,6674,6025
11714,22289,19464,5034,22860,20997,19558,3338,21077,2529,10897
18922,17738,12571,15777,12869,5020,19367,10816,16634,19121,1462
21914,3909,810,1325,14343,10436,3460,14262,2621,16703,13590
2454,13589,12270,4428,21560,10881,6202,21737,19393,21847,10907
15895,14150,19975,15016,14340,20911,4804,21447,9015,21401,5821
1382,6698,14937,22987,17817,11129,22817,20511,1328,19228,4730
21120,15389,13639,21704,9781,2261,12778,18231,16240,4268,12556
22014,22146,15518,16083,7629,20632,18967,18736,20053,9201,16730
3416,8939,19293,19018,2722,8690,9717,12850,2332,8351,16333
12692,13583,21398,8887,20169,7195,7885,4606,17980,1520,20615
19025,19119,21308,5431,6679,2658,12605,6827,16679,6170,21565
3416,3964,5019,214,2722,8939,1371,8351,10159,6452,5115
4147,5908,3463,4560,226,5403,7725,52,12854,20759,2918
669,931,303,15453,62,21196,2322,21646,9018,13206,17028
17793,21408,1169,3129,10455,20360,159,18632,5943,18683,6266
17598,1443,8038,6028,15311,12109,11957,9924,13202,6492,3493
18454,7627,4920,22734,13944,15822,3461,15229,7055,21774,11293
19761,6703,20641,1592,11767,17815,1995,19588,23,1383,17162
8299,10044,5770,15122,21427,116,15077,15256,19556,4696,468
2012,9147,2381,22415,4583,12882,2673,8942,2087,13810,1310
18869,20854,11764,13481,6025,12063,14584,16577,6674,19071,1357
11967,13369,5331,11513,22318,15868,16646,6831,17633,7693,2990
3902,13161,17033,10008,11428,14876,10239,20651,8112,7440,11120
14877,22104,15699,9040,16119,4197,2743,18383,9875,11719,11576
21365,13472,12454,19646,12763,15820,13854,14375,15324,10330,5613
5908,2918,226,12854,4560,6226,3463,18830,20759,5403,667
7640,11535,9861,8449,8984,5510,1976,11239,21,7325,2826
12285,961,2626,22142,9128,19141,14138,2160,9473,15563,3385
12784,2212,19096,16330,4776,13522,18307,6007,21598,13615,7722
12014,13908,17575,10567,11850,8141,2921,19812,857,6817,12093
17915,15797,9267,13736,6270,20384,7840,14605,19601,17296,10465
4395,4500,13483,1571,8929,22928,1088,8099,18881,20725,2596
16816,9293,16285,9131,11827,7637,14414,17378,19208,21488,8244
9790,10481,16452,16311,8181,22236,5630,19672,4218,7472,2293
10099,19836,21443,12958,23203,4851,3122,6107,8693,6267,18930
17219,5267,8266,10270,12353,14317,14631,1184,20986,9809,4151
18434,19272,19119,21948,19025,5333,6679,8194,21565,22197,18798
1466,16469,19532,4310,4449,21801,9183,20338,22390,19811,2044
14215,6239,4229,12747,4670,13534,7037,5384,17177,19003,2118
4444,20323,2369,22778,9195,12243,15165,21894,17523,22501,19280
17609,2761,19423,7268,20178,3977,3978,22472,9351,1678,17529
14868,19712,8813,15501,16759,4973,6015,5872,9779,22538,22879
17018,12320,3333,21453,20830,1204,5905,25,16866,9204,16648
1245,3087,12676,17442,11589,7251,8742,20068,4755,17537,5972
14723,15213,18525,9780,13019,1669,8769,10834,15532,15331,4748
6679,8725,19093,15872,9723,20596,19025,6170,6506,14489,7598
8414,18143,14450,17774,9952,14042,14481,22747,23027,11309,19441
5345,20391,7581,7929,17698,2780,17221,23180,22021,18303,18795
17609,1678,13655,2761,19423,9613,20178,7268,9351,3978,8215
20155,22710,13090,4137,2849,22504,10409,21174,11052,22438,15818
2673,2381,8942,12882,9147,13810,2087,22415,5611,5318,4583
2269,1864,11686,7459,23067,2017,8694,20692,621,17894,20753
15169,14595,21979,7084,17471,22977,5219,19679,20048,10908,22192
3728,10010,6320,263,9028,11221,8442,10944,20993,17877,18126
6322,2355,22896,21030,768,3049,3662,19856,15660,1619,17280
10666,7253,9901,11695,12209,9684,1999,3322,9566,11757,13192
17338,1727,19879,4784,14866,19194,2733,13653,8041,10799,21684
9763,20704,3438,9559,10015,11507,18771,22078,7211,11718,14250
9585,15475,3484,11872,8115,12876,4857,10519,19970,15403,16835
20882,19394,14038,15506,712,6061,1026,22968,6309,1542,602
9115,19375,21911,14774,13049,11346,871,21793,20685,1860,9149
16073,6525,11356,15594,9682,13622,15733,6514,15784,16964,10287
7135,12896,13893,5859,21981,12394,2915,19697,14951,19137,17462
21099,22765,8128,1186,20704,9559,10001,11507,9763,18771,13453
15559,15775,1980,16194,639,22539,4822,12514,17510,10223,22397
20645,15441,3909,3127,15663,18545,10436,12900,2746,3460,12478
16159,16617,14627,19616,7850,1751,2901,10126,8808,22780,5372
6833,21883,14669,22856,14777,10566,9540,21253,14482,407,3862
22987,14267,4900,21254,22817,4730,18169,17817,19051,22677,18966
17139,17067,15625,8747,4918,16464,11362,18829,9080,15659,11861
21819,9214,9235,22019,2913,21198,14495,21858,1701,19150,13489
17330,17907,21454,6466,20999,19678,17994,20474,17616,477,5782
14215,7037,12747,21708,4229,4225,2118,6858,20838,6239,14328
11313,1151,16766,947,7042,20723,4253,22859,6674,5786,570
11356,5210,6992,9682,15733,14289,14615,15784,10160,10287,22549
8006,8464,19339,2399,15856,991,13837,15132,11,16138,14384
17919,17666,5228,1603,6025,1915,947,6674,1357,16900,11764
20897,709,17328,702,22676,60,23071,17479,2689,22309,11803
4596,12103,15935,17701,8183,23172,1564,165,8689,6976,19677
186,17218,117,18725,6506,7598,19025,19272,19119,1376,3984
2982,15258,11530,18412,22304,1117,4457,1993,14939,8803,8614
13360,18927,8156,17013,18480,7189,17403,19234,3656,21211,20955
22819,19938,5991,16607,10953,19044,23160,5335,11307,1667,8165
18604,2742,11911,12435,13963,18636,15386,15482,10449,6208,20710
20039,311,17657,21166,4598,22499,14367,8371,16091,17032,16590
2059,13920,18162,5166,15820,23025,1114,19673,19925,23145,5409
5078,7342,14696,19025,6679,9723,16679,6506,20113,7598,6170
18696,22164,22178,7061,23148,3502,10685,7324,11091,3457,1501
21989,10516,9225,17219,5267,14317,8266,14631,12353,1184,20986
18482,1689,22437,9990,9600,11407,5230,18477,8303,4506,19684
13262,10825,21391,8325,17943,7076,22333,5168,22928,8099,19028
10445,1753,22445,8679,21057,9318,13501,16576,5620,4420,16231
4094,14305,23027,8414,1140,8374,9952,22747,7867,17774,6141
16545,19632,14321,16589,22400,19324,5012,22587,11135,831,6628
8492,12662,10068,702,6362,22676,17328,11543,6965,12584,22309
8425,3504,1758,17404,2335,614,15155,21053,7240,10645,4783
6577,22393,12430,21764,6065,8000,16365,19344,13536,10297,7308
6674,1151,14886,570,16577,4329,11468,10902,4031,16900,11561
9431,13973,13093,9124,5790,4070,17561,3743,6168,18129,6826
15826,22716,22398,2433,7187,17339,2507,18969,17528,8008,17369
17194,22879,5872,17439,351,23079,11094,16759,11958,4973,20552
7063,19025,6679,19119,8555,19093,7598,6170,14696,73,5333
7239,15509,3646,540,6030,20559,6086,4441,17262,1916,2074
18825,9663,15148,2740,6399,6400,19143,748,14382,4734,20594
1408,8305,14645,17956,8592,1044,15516,6788,17597,19233,7412
14777,416,21947,659,20633,6833,14669,22691,22856,15422,14482
3082,12706,11433,17595,20194,4177,18597,2479,13068,17709,6423
14194,19612,4954,16314,17161,9325,15182,6555,19317,20448,16428
8785,15780,20237,12504,2825,5703,6652,11150,23038,17489,3922
